0.442468,0.326151,40.080382935206096,0.299502,0.426792,1
0.280533,0.456327,41.11344655354818,0.313484,0.430117,2
0.2491,0.498957,46.623884264628096,0.241466,0.501191,3
0.211446,0.543163,49.828647232055665,0.242373,0.497187,4
0.194786,0.57976,62.89654501676559,0.225184,0.519245,5
0.165776,0.63038,61.77659208377202,0.213514,0.562116,6
0.155545,0.667474,60.180958449840546,0.250917,0.556293,7
0.147331,0.685115,78.71426843007406,0.215361,0.558508,8
0.123609,0.731696,77.07955414851507,0.222199,0.568397,9
0.109677,0.769557,64.33305829763412,0.216556,0.597793,10
0.100028,0.786067,59.37990910212199,0.213308,0.597716,11
0.110156,0.766429,50.60847101608912,0.221052,0.581512,12
0.0900907,0.806994,57.51579971710841,0.212519,0.595084,13
0.0836983,0.804983,63.478828966617584,0.231625,0.592152,14
0.0808343,0.817769,73.25324204762777,0.244679,0.544108,15
0.0926214,0.794686,61.74870896736781,0.247652,0.570386,16
0.0725001,0.836216,59.41710478464763,0.243024,0.600086,17
0.0799954,0.818557,76.39396580060323,0.241739,0.602956,18
0.0664527,0.845842,71.33693765004476,0.342548,0.497303,19
0.0729867,0.83448,74.62895738283792,0.238808,0.606266,20
0.0724805,0.83546,48.162802684307096,0.239413,0.597893,21
0.0594912,0.854503,54.3323193470637,0.255048,0.604618,22
0.0738099,0.827226,53.11897073586782,0.241042,0.594269,23
0.0586504,0.858647,61.30065751473109,0.249112,0.601737,24
0.0568029,0.860499,56.46832381884257,0.26075,0.604033,25
0.0708491,0.835343,65.44107953310012,0.256281,0.602883,26
0.0548595,0.86119,64.85580331484476,0.2603,0.596747,27
0.0685172,0.836551,61.742649102211,0.249122,0.598625,28
0.0541532,0.864009,57.96375578244527,0.257796,0.605727,29
0.0667466,0.840532,64.46372820138932,0.259612,0.593992,30
0.0540584,0.865694,60.13516358137131,0.263223,0.598972,31
0.0632677,0.847169,64.46695483525595,0.254064,0.60467,32
0.0511902,0.870453,64.35800398588181,0.280872,0.604744,33
0.0621858,0.85257,71.32065633535385,0.260063,0.603683,34
0.0507688,0.86968,53.225358148415886,0.266979,0.605998,35
0.0599418,0.85542,64.98220061858495,0.274433,0.573536,36
0.0555872,0.862122,66.7912681500117,0.270582,0.605731,37
0.04896,0.874997,71.44462654987971,0.28514,0.602406,38
0.04937,0.872335,58.80826063156128,0.273365,0.600307,39
0.066269,0.845337,52.86353013118108,0.262298,0.588874,40
0.0545915,0.866912,73.95995199680328,0.269144,0.610981,41
