1.83534,0.828835,0.160873,51.29973700046539,0.653394,0.204721,1
1.59924,0.492384,0.258988,53.68427480061849,0.424363,0.278887,2
1.60299,0.391698,0.311104,54.82074230114619,0.414929,0.307284,3
1.66916,0.342197,0.3586,54.217742284139,0.344768,0.353039,4
1.75831,0.30435,0.395313,55.32289385000865,0.319179,0.398721,5
1.84878,0.269792,0.437873,55.208963151772814,0.31184,0.394235,6
1.9633,0.249594,0.475795,55.336553951104484,0.302743,0.407051,7
2.07133,0.224573,0.515882,57.037318166097,0.309083,0.423556,8
2.18263,0.201032,0.558248,54.83205656607946,0.268629,0.470123,9
2.29987,0.185689,0.586783,53.81443099975586,0.271946,0.475218,10
2.41734,0.168302,0.635607,54.172321951389314,0.26369,0.48724,11
2.53156,0.150155,0.669711,52.48462333281835,0.276317,0.48741,12
2.65566,0.139917,0.704055,53.92808383305867,0.254359,0.516208,13
2.7587,0.123601,0.738316,55.01742711464564,0.283842,0.503594,14
2.88111,0.116938,0.745466,55.1619650999705,0.273035,0.518439,15
2.98373,0.103813,0.779979,52.71167385180791,0.286623,0.526171,16
3.08825,0.0977489,0.785747,56.75977039734523,0.281951,0.531486,17
3.21123,0.0968657,0.792773,52.50654649734497,0.285164,0.529269,18
3.30692,0.0831328,0.815264,54.15027378400167,0.303486,0.531991,19
3.42534,0.0846316,0.812327,54.660125935077666,0.297449,0.531096,20
3.53349,0.0813542,0.817044,54.71125521659851,0.303513,0.527139,21
3.62118,0.0722935,0.832642,54.66231603225072,0.302823,0.536697,22
3.76118,0.0787984,0.819805,56.07385544776916,0.307373,0.533466,23
3.83523,0.0688274,0.839544,55.22819775342941,0.314347,0.531043,24
3.97924,0.0741976,0.827358,54.79053879976273,0.326186,0.536339,25
4.06857,0.0697046,0.834529,51.90781701803208,0.306718,0.53114,26
4.17538,0.0706963,0.832891,52.40656260251999,0.310171,0.537937,27
4.25251,0.0625058,0.850104,52.43539214928945,0.313287,0.539445,28
4.3547,0.0652854,0.84165,51.0592206676801,0.330796,0.526292,29
4.45183,0.0608527,0.852146,54.186871616045636,0.335111,0.493306,30
4.58609,0.0651091,0.84511,54.956196614106496,0.334929,0.535812,31
4.65216,0.0584408,0.854237,53.93410660028458,0.337207,0.536855,32
4.79865,0.0653713,0.844597,51.19412211577097,0.323707,0.548884,33
4.85985,0.0608837,0.852423,52.63743401765824,0.319509,0.515811,34
4.97868,0.0575511,0.857208,52.731307665506996,0.347812,0.531682,35
5.04818,0.060442,0.855921,53.520063718159996,0.371144,0.428733,36
5.19802,0.0637575,0.841236,52.69170796871185,0.348236,0.541538,37
5.2414,0.0546332,0.862834,53.674557069937386,0.349469,0.536502,38
5.33466,0.0579819,0.8582,53.77443399826686,0.334158,0.52936,39
5.47432,0.0567922,0.85975,56.36284509897232,0.347262,0.541744,40
5.5267,0.0530092,0.864964,53.340401566028596,0.344909,0.531962,41
5.68472,0.0609903,0.848684,51.23636984825134,0.353255,0.537827,42
5.73216,0.0520967,0.868683,52.32409135103226,0.350263,0.543766,43
5.85037,0.0559719,0.85955,53.808803868293765,0.369363,0.544014,44
5.95028,0.0578885,0.85605,52.438568500677746,0.364712,0.544533,45
